prlName,prlLicensingActivityName,prlMainArea,prlStatus,prlStratigraphical,prlDateGranted,prlDateValidTo,prlOriginalArea,prlCurrentArea,prlPhaseCurrent,prlNpdidLicence,prlPartitionFrom,prlNPDIDPartitionFrom,prlAdditAreaTo,prlNPDIDAdditAreaTo,prlFactPageUrl,prlFactMapUrl,prlDateUpdated,prlDateUpdatedMax,DatesyncNPD
902 B,TFO2018,Barents sea,INACTIVE,NO,01.03.2019,10.02.2021,55,0,,34042267,,,902,28974870,https://factpages.sodir.no/licence/pageview/all/34042267,,31.01.2025,16.04.2025,09.09.2025
903,TFO2016,North sea,INACTIVE,NO,10.02.2017,06.10.2023,349,0,,28974935,,,,,https://factpages.sodir.no/licence/pageview/all/28974935,,31.01.2025,04.02.2025,09.09.2025
904,TFO2017,North sea,INACTIVE,NO,02.03.2018,29.12.2021,174,0,,30673925,,,,,https://factpages.sodir.no/licence/pageview/all/30673925,,31.01.2025,31.01.2025,09.09.2025
905,TFO2017,North sea,INACTIVE,NO,02.03.2018,02.03.2020,128,0,,30673983,,,,,https://factpages.sodir.no/licence/pageview/all/30673983,,31.01.2025,31.01.2025,09.09.2025
906,TFO2017,North sea,INACTIVE,NO,02.03.2018,02.03.2023,212,0,,30674013,,,,,https://factpages.sodir.no/licence/pageview/all/30674013,,31.01.2025,31.01.2025,09.09.2025
907,TFO2017,North sea,INACTIVE,NO,02.03.2018,02.03.2021,492,0,,30674106,,,,,https://factpages.sodir.no/licence/pageview/all/30674106,,31.01.2025,31.01.2025,09.09.2025
908,TFO2017,North sea,INACTIVE,NO,02.03.2018,14.08.2019,1743,0,,30674182,,,,,https://factpages.sodir.no/licence/pageview/all/30674182,,31.01.2025,31.01.2025,09.09.2025
909,TFO2017,North sea,INACTIVE,NO,02.03.2018,02.03.2020,250,0,,30674230,,,,,https://factpages.sodir.no/licence/pageview/all/30674230,,31.01.2025,31.01.2025,09.09.2025
910,TFO2017,North sea,INACTIVE,NO,02.03.2018,26.08.2020,95,0,,30674317,,,,,https://factpages.sodir.no/licence/pageview/all/30674317,,31.01.2025,31.01.2025,09.09.2025
911,TFO2017,North sea,INACTIVE,NO,02.03.2018,02.03.2020,283,0,,30674370,,,,,https://factpages.sodir.no/licence/pageview/all/30674370,,31.01.2025,31.01.2025,09.09.2025
912,TFO2017,North sea,INACTIVE,NO,02.03.2018,02.03.2020,298,0,,30674392,,,,,https://factpages.sodir.no/licence/pageview/all/30674392,,31.01.2025,31.01.2025,09.09.2025
913,TFO2017,North sea,INACTIVE,NO,02.03.2018,02.02.2020,191,0,,30674458,,,,,https://factpages.sodir.no/licence/pageview/all/30674458,,31.01.2025,07.05.2025,09.09.2025
913 B,TFO2018,North sea,INACTIVE,NO,01.03.2019,02.02.2020,60,0,,34042320,,,913,30674458,https://factpages.sodir.no/licence/pageview/all/34042320,,31.01.2025,31.01.2025,09.09.2025
914 S,TFO2017,North sea,INACTIVE,YES OR PARTLY,02.03.2018,02.03.2022,1,0,,30674529,,,,,https://factpages.sodir.no/licence/pageview/all/30674529,,31.01.2025,31.01.2025,09.09.2025
915,TFO2017,North sea,INACTIVE,NO,02.03.2018,01.09.2022,57,0,,30674549,,,,,https://factpages.sodir.no/licence/pageview/all/30674549,,31.01.2025,31.01.2025,09.09.2025
916,TFO2017,North sea,INACTIVE,NO,02.03.2018,01.03.2020,396,0,,30674603,,,,,https://factpages.sodir.no/licence/pageview/all/30674603,,31.01.2025,31.01.2025,09.09.2025
917,TFO2017,North sea,ACTIVE,NO,02.03.2018,02.03.2028,187,187,INITIAL EXTENDED,30674650,,,,,https://factpages.sodir.no/licence/pageview/all/30674650,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=30674650,02.04.2025,07.05.2025,09.09.2025
917 B,TFO2019,North sea,INACTIVE,NO,14.02.2020,13.02.2023,48,0,,36463832,,,917,30674650,https://factpages.sodir.no/licence/pageview/all/36463832,,31.01.2025,31.01.2025,09.09.2025
918 S,TFO2017,North sea,ACTIVE,YES OR PARTLY,02.03.2018,31.12.2027,43,43,INITIAL EXTENDED,30674702,,,,,https://factpages.sodir.no/licence/pageview/all/30674702,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=30674702,12.02.2025,13.02.2025,09.09.2025
919,TFO2017,North sea,ACTIVE,NO,02.03.2018,02.03.2028,30,30,INITIAL EXTENDED,30674723,,,,,https://factpages.sodir.no/licence/pageview/all/30674723,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=30674723,31.01.2025,31.01.2025,09.09.2025
920,TFO2017,North sea,INACTIVE,NO,02.03.2018,31.05.2020,94,0,,30674747,,,,,https://factpages.sodir.no/licence/pageview/all/30674747,,31.01.2025,31.01.2025,09.09.2025
921,TFO2017,North sea,INACTIVE,NO,02.03.2018,02.03.2020,258,0,,30674782,,,,,https://factpages.sodir.no/licence/pageview/all/30674782,,31.01.2025,31.01.2025,09.09.2025
922,TFO2017,North sea,INACTIVE,NO,02.03.2018,02.03.2020,161,0,,30674813,,,,,https://factpages.sodir.no/licence/pageview/all/30674813,,31.01.2025,31.01.2025,09.09.2025
923,TFO2017,North sea,ACTIVE,NO,02.03.2018,31.12.2026,414,414,INITIAL EXTENDED,30674839,,,,,https://factpages.sodir.no/licence/pageview/all/30674839,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=30674839,31.01.2025,07.05.2025,09.09.2025
923 B,TFO2021,North sea,ACTIVE,NO,11.03.2022,11.03.2028,24,24,INITIAL,38723894,,,923,30674839,https://factpages.sodir.no/licence/pageview/all/38723894,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=38723894,31.01.2025,31.01.2025,09.09.2025
924,TFO2017,North sea,INACTIVE,NO,02.03.2018,02.03.2022,492,0,,30674872,,,,,https://factpages.sodir.no/licence/pageview/all/30674872,,31.01.2025,31.01.2025,09.09.2025
925,TFO2017,North sea,ACTIVE,NO,02.03.2018,31.12.2026,163,163,INITIAL EXTENDED,30674929,,,,,https://factpages.sodir.no/licence/pageview/all/30674929,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=30674929,31.01.2025,31.01.2025,09.09.2025
926,TFO2017,North sea,INACTIVE,NO,02.03.2018,02.03.2021,85,0,,30674967,,,,,https://factpages.sodir.no/licence/pageview/all/30674967,,31.01.2025,31.01.2025,09.09.2025
927,TFO2017,North sea,INACTIVE,NO,02.03.2018,01.09.2022,65,0,,30675020,,,,,https://factpages.sodir.no/licence/pageview/all/30675020,,31.01.2025,07.05.2025,09.09.2025
927 B,TFO2021,North sea,INACTIVE,NO,11.03.2022,01.09.2022,33,0,,38723905,,,927,30675020,https://factpages.sodir.no/licence/pageview/all/38723905,,31.01.2025,31.01.2025,09.09.2025
928,TFO2017,North sea,INACTIVE,NO,02.03.2018,02.09.2019,65,0,,30675070,,,,,https://factpages.sodir.no/licence/pageview/all/30675070,,31.01.2025,31.01.2025,09.09.2025
929,TFO2017,North sea,ACTIVE,NO,02.03.2018,02.09.2026,286,286,INITIAL EXTENDED,30675094,,,,,https://factpages.sodir.no/licence/pageview/all/30675094,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=30675094,10.02.2025,16.08.2025,09.09.2025
930,TFO2017,North sea,INACTIVE,NO,02.03.2018,02.03.2020,243,0,,30675129,,,,,https://factpages.sodir.no/licence/pageview/all/30675129,,31.01.2025,31.01.2025,09.09.2025
931,TFO2017,North sea,INACTIVE,NO,02.03.2018,25.12.2020,486,0,,30675162,,,,,https://factpages.sodir.no/licence/pageview/all/30675162,,31.01.2025,31.01.2025,09.09.2025
932,TFO2017,North sea,ACTIVE,NO,02.03.2018,02.03.2028,441,441,INITIAL EXTENDED,30675215,,,,,https://factpages.sodir.no/licence/pageview/all/30675215,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=30675215,31.01.2025,07.05.2025,09.09.2025
932 B,TFO2023,North sea,ACTIVE,NO,15.03.2024,15.03.2031,65,65,INITIAL,38723998,,,932,30675215,https://factpages.sodir.no/licence/pageview/all/38723998,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=38723998,10.04.2025,31.01.2025,09.09.2025
933,TFO2017,Norwegian sea,INACTIVE,NO,02.03.2018,02.03.2022,316,0,,30675352,,,,,https://factpages.sodir.no/licence/pageview/all/30675352,,31.01.2025,16.04.2025,09.09.2025
934,TFO2017,Norwegian sea,INACTIVE,NO,02.03.2018,02.03.2021,863,0,,30675506,,,,,https://factpages.sodir.no/licence/pageview/all/30675506,,31.01.2025,16.04.2025,09.09.2025
935,TFO2017,Norwegian sea,INACTIVE,NO,02.03.2018,12.08.2025,214,0,,30675543,,,,,https://factpages.sodir.no/licence/pageview/all/30675543,,15.08.2025,13.08.2025,09.09.2025
936,TFO2017,Norwegian sea,INACTIVE,NO,02.03.2018,29.04.2021,367,0,,30675563,,,,,https://factpages.sodir.no/licence/pageview/all/30675563,,31.01.2025,16.04.2025,09.09.2025
937,TFO2017,Norwegian sea,INACTIVE,NO,02.03.2018,02.03.2022,316,0,,30675592,,,,,https://factpages.sodir.no/licence/pageview/all/30675592,,31.01.2025,07.05.2025,09.09.2025
937 B,TFO2018,Norwegian sea,INACTIVE,NO,01.03.2019,02.03.2022,53,0,,34042350,,,937,30675592,https://factpages.sodir.no/licence/pageview/all/34042350,,31.01.2025,16.04.2025,09.09.2025
938,TFO2017,Norwegian sea,ACTIVE,NO,02.03.2018,30.09.2027,57,57,INITIAL EXTENDED,30675621,,,,,https://factpages.sodir.no/licence/pageview/all/30675621,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=30675621,31.01.2025,23.08.2025,09.09.2025
939,TFO2017,Norwegian sea,INACTIVE,NO,02.03.2018,01.03.2023,79,0,,30675651,,,,,https://factpages.sodir.no/licence/pageview/all/30675651,,31.01.2025,16.04.2025,09.09.2025
940,TFO2017,Norwegian sea,INACTIVE,NO,02.03.2018,02.06.2019,501,0,,30676053,,,,,https://factpages.sodir.no/licence/pageview/all/30676053,,31.01.2025,16.04.2025,09.09.2025
941,TFO2017,Norwegian sea,ACTIVE,NO,02.03.2018,02.06.2027,117,61,INITIAL EXTENDED,30676097,,,,,https://factpages.sodir.no/licence/pageview/all/30676097,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=30676097,18.03.2025,07.05.2025,09.09.2025
941 B,TFO2021,Norwegian sea,INACTIVE,NO,11.03.2022,10.03.2024,47,0,,38723896,,,941,30676097,https://factpages.sodir.no/licence/pageview/all/38723896,,31.01.2025,16.04.2025,09.09.2025
942,TFO2017,Norwegian sea,ACTIVE,NO,02.03.2018,02.09.2043,150,113,PRODUCTION,30676176,,,,,https://factpages.sodir.no/licence/pageview/all/30676176,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=30676176,31.01.2025,07.05.2025,09.09.2025
942 BS,TFO2024,Norwegian sea,ACTIVE,YES OR PARTLY,14.03.2025,14.03.2026,14,14,INITIAL,38724082,,,942,30676176,https://factpages.sodir.no/licence/pageview/all/38724082,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=38724082,29.05.2025,04.04.2025,09.09.2025
943,TFO2017,Norwegian sea,INACTIVE,NO,02.03.2018,01.09.2023,781,0,,30676215,,,,,https://factpages.sodir.no/licence/pageview/all/30676215,,31.01.2025,16.04.2025,09.09.2025
944,TFO2017,Norwegian sea,INACTIVE,NO,02.03.2018,02.03.2021,1803,0,,30676329,,,,,https://factpages.sodir.no/licence/pageview/all/30676329,,31.01.2025,16.04.2025,09.09.2025
945,TFO2017,Norwegian sea,INACTIVE,NO,02.03.2018,02.03.2020,833,0,,30676422,,,,,https://factpages.sodir.no/licence/pageview/all/30676422,,31.01.2025,16.04.2025,09.09.2025
946,TFO2017,Norwegian sea,INACTIVE,NO,02.03.2018,02.03.2022,36,0,,30676644,,,,,https://factpages.sodir.no/licence/pageview/all/30676644,,31.01.2025,16.04.2025,09.09.2025
947,TFO2017,Norwegian sea,INACTIVE,NO,02.03.2018,01.03.2023,1132,0,,30676818,,,,,https://factpages.sodir.no/licence/pageview/all/30676818,,31.01.2025,07.05.2025,09.09.2025
947 B,TFO2019,Norwegian sea,INACTIVE,NO,14.02.2020,01.03.2023,115,0,,36463852,,,947,30676818,https://factpages.sodir.no/licence/pageview/all/36463852,,31.01.2025,16.04.2025,09.09.2025
948,TFO2017,Norwegian sea,INACTIVE,NO,02.03.2018,02.03.2020,346,0,,30676990,,,,,https://factpages.sodir.no/licence/pageview/all/30676990,,31.01.2025,16.04.2025,09.09.2025
949,TFO2017,Norwegian sea,INACTIVE,NO,02.03.2018,02.03.2020,815,0,,30677054,,,,,https://factpages.sodir.no/licence/pageview/all/30677054,,31.01.2025,16.04.2025,09.09.2025
950,TFO2017,Barents sea,INACTIVE,NO,02.03.2018,01.03.2020,193,0,,30677161,,,,,https://factpages.sodir.no/licence/pageview/all/30677161,,31.01.2025,16.04.2025,09.09.2025
951,TFO2017,Barents sea,INACTIVE,NO,02.03.2018,02.09.2020,278,0,,30677312,,,,,https://factpages.sodir.no/licence/pageview/all/30677312,,31.01.2025,16.04.2025,09.09.2025
952,TFO2017,Barents sea,INACTIVE,NO,02.03.2018,02.03.2020,665,0,,30677386,,,,,https://factpages.sodir.no/licence/pageview/all/30677386,,31.01.2025,16.04.2025,09.09.2025
953,TFO2017,Barents sea,INACTIVE,NO,02.03.2018,02.09.2020,1277,0,,30677487,,,,,https://factpages.sodir.no/licence/pageview/all/30677487,,31.01.2025,16.04.2025,09.09.2025
954,TFO2017,Barents sea,INACTIVE,NO,02.03.2018,02.03.2021,1001,0,,30677425,,,,,https://factpages.sodir.no/licence/pageview/all/30677425,,31.01.2025,16.04.2025,09.09.2025
955,TFO2017,Barents sea,INACTIVE,NO,02.03.2018,02.03.2021,603,0,,30677396,,,,,https://factpages.sodir.no/licence/pageview/all/30677396,,31.01.2025,16.04.2025,09.09.2025
956,TFO2017,North sea,ACTIVE,NO,02.03.2018,02.03.2028,127,127,INITIAL EXTENDED,30977703,,,,,https://factpages.sodir.no/licence/pageview/all/30977703,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=30977703,31.01.2025,10.04.2025,09.09.2025
957,24,Norwegian sea,INACTIVE,NO,22.06.2018,18.09.2020,953,0,,32017514,,,,,https://factpages.sodir.no/licence/pageview/all/32017514,,31.01.2025,16.04.2025,09.09.2025
958,24,Norwegian sea,INACTIVE,NO,22.06.2018,22.06.2024,809,0,,32017544,,,,,https://factpages.sodir.no/licence/pageview/all/32017544,,31.01.2025,16.04.2025,09.09.2025
959,24,Norwegian sea,INACTIVE,NO,22.06.2018,22.06.2021,2177,0,,32017575,,,,,https://factpages.sodir.no/licence/pageview/all/32017575,,31.01.2025,07.05.2025,09.09.2025
959 B,TFO2018,Norwegian sea,INACTIVE,NO,01.03.2019,22.06.2021,1313,0,,34042372,,,959,32017575,https://factpages.sodir.no/licence/pageview/all/34042372,,31.01.2025,16.04.2025,09.09.2025
960,24,Barents sea,INACTIVE,NO,22.06.2018,22.06.2022,588,0,,32017693,,,,,https://factpages.sodir.no/licence/pageview/all/32017693,,31.01.2025,16.04.2025,09.09.2025
961,24,Barents sea,INACTIVE,NO,22.06.2018,22.06.2021,982,0,,32017732,,,,,https://factpages.sodir.no/licence/pageview/all/32017732,,31.01.2025,16.04.2025,09.09.2025
962,24,Barents sea,INACTIVE,NO,22.06.2018,22.06.2021,918,0,,32017770,,,,,https://factpages.sodir.no/licence/pageview/all/32017770,,31.01.2025,16.04.2025,09.09.2025
963,24,Barents sea,INACTIVE,NO,22.06.2018,22.06.2020,568,0,,32017830,,,,,https://factpages.sodir.no/licence/pageview/all/32017830,,31.01.2025,16.04.2025,09.09.2025
964,24,Barents sea,INACTIVE,NO,22.06.2018,22.06.2021,1795,0,,32017859,,,,,https://factpages.sodir.no/licence/pageview/all/32017859,,31.01.2025,16.04.2025,09.09.2025
965,24,Barents sea,INACTIVE,NO,22.06.2018,22.06.2021,586,0,,32018023,,,,,https://factpages.sodir.no/licence/pageview/all/32018023,,31.01.2025,16.04.2025,09.09.2025
966,24,Barents sea,INACTIVE,NO,22.06.2018,22.06.2021,3811,0,,32018052,,,,,https://factpages.sodir.no/licence/pageview/all/32018052,,31.01.2025,16.04.2025,09.09.2025
967,TFO2018,North sea,INACTIVE,NO,01.03.2019,01.03.2022,914,0,,33985316,,,,,https://factpages.sodir.no/licence/pageview/all/33985316,,31.01.2025,31.01.2025,09.09.2025
968,TFO2018,North sea,INACTIVE,NO,01.03.2019,28.02.2023,331,0,,33985392,,,,,https://factpages.sodir.no/licence/pageview/all/33985392,,31.01.2025,31.01.2025,09.09.2025
969,TFO2018,North sea,INACTIVE,NO,01.03.2019,01.03.2024,129,0,,33985449,,,,,https://factpages.sodir.no/licence/pageview/all/33985449,,31.01.2025,07.05.2025,09.09.2025
969 B,TFO2021,North sea,INACTIVE,NO,11.03.2022,01.03.2024,44,0,,38723906,,,969,33985449,https://factpages.sodir.no/licence/pageview/all/38723906,,31.01.2025,31.01.2025,09.09.2025
970,TFO2018,North sea,INACTIVE,NO,01.03.2019,01.03.2023,200,0,,33985483,,,,,https://factpages.sodir.no/licence/pageview/all/33985483,,31.01.2025,31.01.2025,09.09.2025
971,TFO2018,North sea,INACTIVE,NO,01.03.2019,11.08.2020,302,0,,33985521,,,,,https://factpages.sodir.no/licence/pageview/all/33985521,,31.01.2025,31.01.2025,09.09.2025
972,TFO2018,North sea,INACTIVE,NO,01.03.2019,28.02.2022,1688,0,,33985589,,,,,https://factpages.sodir.no/licence/pageview/all/33985589,,31.01.2025,31.01.2025,09.09.2025
973,TFO2018,North sea,INACTIVE,NO,01.03.2019,28.02.2023,166,0,,33985636,,,,,https://factpages.sodir.no/licence/pageview/all/33985636,,31.01.2025,07.05.2025,09.09.2025
973 B,TFO2019,North sea,INACTIVE,NO,14.02.2020,28.02.2023,13,0,,36463887,,,973,33985636,https://factpages.sodir.no/licence/pageview/all/36463887,,31.01.2025,31.01.2025,09.09.2025
974,TFO2018,North sea,INACTIVE,NO,01.03.2019,20.03.2022,50,0,,33985668,,,,,https://factpages.sodir.no/licence/pageview/all/33985668,,31.01.2025,31.01.2025,09.09.2025
975,TFO2018,North sea,INACTIVE,NO,01.03.2019,01.03.2021,116,0,,33985694,,,,,https://factpages.sodir.no/licence/pageview/all/33985694,,31.01.2025,31.01.2025,09.09.2025
976,TFO2018,North sea,INACTIVE,NO,01.03.2019,29.02.2024,1227,0,,33985776,,,,,https://factpages.sodir.no/licence/pageview/all/33985776,,31.01.2025,31.01.2025,09.09.2025
977,TFO2018,North sea,INACTIVE,NO,01.03.2019,01.03.2021,14,0,,33985847,,,,,https://factpages.sodir.no/licence/pageview/all/33985847,,31.01.2025,31.01.2025,09.09.2025
978,TFO2018,North sea,INACTIVE,NO,01.03.2019,01.03.2021,15,0,,33985867,,,,,https://factpages.sodir.no/licence/pageview/all/33985867,,31.01.2025,31.01.2025,09.09.2025
979,TFO2018,North sea,ACTIVE,NO,01.03.2019,01.03.2029,318,318,INITIAL EXTENDED,33985903,,,,,https://factpages.sodir.no/licence/pageview/all/33985903,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=33985903,19.02.2025,07.05.2025,09.09.2025
979 B,TFO2023,North sea,ACTIVE,NO,15.03.2024,15.03.2030,18,18,INITIAL,38724000,,,979,33985903,https://factpages.sodir.no/licence/pageview/all/38724000,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=38724000,10.04.2025,17.07.2025,09.09.2025
980,TFO2018,North sea,INACTIVE,NO,01.03.2019,01.03.2021,64,0,,33985957,,,,,https://factpages.sodir.no/licence/pageview/all/33985957,,31.01.2025,31.01.2025,09.09.2025
981,TFO2018,North sea,INACTIVE,NO,01.03.2019,01.03.2022,66,0,,33985979,,,,,https://factpages.sodir.no/licence/pageview/all/33985979,,31.01.2025,31.01.2025,09.09.2025
982,TFO2018,North sea,INACTIVE,NO,01.03.2019,01.03.2021,103,0,,33986013,,,,,https://factpages.sodir.no/licence/pageview/all/33986013,,31.01.2025,31.01.2025,09.09.2025
983,TFO2018,North sea,INACTIVE,NO,01.03.2019,01.03.2022,1460,0,,33986037,,,,,https://factpages.sodir.no/licence/pageview/all/33986037,,31.01.2025,31.01.2025,09.09.2025
984,TFO2018,North sea,ACTIVE,NO,01.03.2019,01.03.2029,130,130,INITIAL EXTENDED,33986131,,,,,https://factpages.sodir.no/licence/pageview/all/33986131,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=33986131,31.01.2025,07.05.2025,09.09.2025
984 BS,TFO2019,North sea,INACTIVE,YES OR PARTLY,14.02.2020,16.06.2025,21,0,,36463909,,,984,33986131,https://factpages.sodir.no/licence/pageview/all/36463909,,18.06.2025,18.06.2025,09.09.2025
985,TFO2018,North sea,INACTIVE,NO,01.03.2019,30.11.2024,503,0,,33986159,,,,,https://factpages.sodir.no/licence/pageview/all/33986159,,27.02.2025,31.01.2025,09.09.2025
986,TFO2018,North sea,INACTIVE,NO,01.03.2019,02.03.2022,614,0,,33986236,,,,,https://factpages.sodir.no/licence/pageview/all/33986236,,31.01.2025,31.01.2025,09.09.2025
987,TFO2018,North sea,INACTIVE,NO,01.03.2019,01.03.2021,532,0,,33986313,,,,,https://factpages.sodir.no/licence/pageview/all/33986313,,31.01.2025,07.05.2025,09.09.2025
987 B,TFO2019,North sea,INACTIVE,NO,14.02.2020,01.03.2021,24,0,,36463937,,,987,33986313,https://factpages.sodir.no/licence/pageview/all/36463937,,31.01.2025,31.01.2025,09.09.2025
988,TFO2018,North sea,INACTIVE,NO,01.03.2019,01.03.2021,103,0,,34039209,,,,,https://factpages.sodir.no/licence/pageview/all/34039209,,31.01.2025,31.01.2025,09.09.2025
989,TFO2018,North sea,INACTIVE,NO,01.03.2019,31.08.2023,139,0,,34039231,,,,,https://factpages.sodir.no/licence/pageview/all/34039231,,31.01.2025,31.01.2025,09.09.2025
990,TFO2018,North sea,INACTIVE,NO,01.03.2019,30.08.2020,362,0,,34039259,,,,,https://factpages.sodir.no/licence/pageview/all/34039259,,31.01.2025,31.01.2025,09.09.2025
991,TFO2018,North sea,INACTIVE,NO,01.03.2019,01.03.2021,326,0,,34039337,,,,,https://factpages.sodir.no/licence/pageview/all/34039337,,31.01.2025,31.01.2025,09.09.2025
992,TFO2018,North sea,INACTIVE,NO,01.03.2019,29.02.2024,101,0,,34039404,,,,,https://factpages.sodir.no/licence/pageview/all/34039404,,04.02.2025,31.01.2025,09.09.2025
993,TFO2018,North sea,INACTIVE,NO,01.03.2019,01.03.2021,427,0,,34039439,,,,,https://factpages.sodir.no/licence/pageview/all/34039439,,31.01.2025,31.01.2025,09.09.2025
994,TFO2018,North sea,INACTIVE,NO,01.03.2019,30.11.2023,90,0,,34039480,,,,,https://factpages.sodir.no/licence/pageview/all/34039480,,31.01.2025,31.01.2025,09.09.2025
995,TFO2018,Norwegian sea,INACTIVE,NO,01.03.2019,31.08.2020,3148,0,,34039549,,,,,https://factpages.sodir.no/licence/pageview/all/34039549,,31.01.2025,16.04.2025,09.09.2025
996,TFO2018,Norwegian sea,INACTIVE,NO,01.03.2019,01.03.2021,1377,0,,34039660,,,,,https://factpages.sodir.no/licence/pageview/all/34039660,,31.01.2025,16.04.2025,09.09.2025
997,TFO2018,Norwegian sea,INACTIVE,NO,01.03.2019,01.03.2023,1777,0,,34039734,,,,,https://factpages.sodir.no/licence/pageview/all/34039734,,31.01.2025,16.04.2025,09.09.2025
998,TFO2018,Norwegian sea,INACTIVE,NO,01.03.2019,01.03.2021,469,0,,34039853,,,,,https://factpages.sodir.no/licence/pageview/all/34039853,,31.01.2025,16.04.2025,09.09.2025
999,TFO2018,Norwegian sea,INACTIVE,NO,01.03.2019,02.03.2022,104,0,,34039888,,,,,https://factpages.sodir.no/licence/pageview/all/34039888,,31.01.2025,16.04.2025,09.09.2025
1000,TFO2018,Norwegian sea,INACTIVE,NO,01.03.2019,01.03.2022,392,0,,34039929,,,,,https://factpages.sodir.no/licence/pageview/all/34039929,,31.01.2025,16.04.2025,09.09.2025
1001,TFO2018,Norwegian sea,INACTIVE,NO,01.03.2019,01.03.2022,164,0,,34039986,,,,,https://factpages.sodir.no/licence/pageview/all/34039986,,31.01.2025,16.04.2025,09.09.2025
1002,TFO2018,Norwegian sea,ACTIVE,NO,01.03.2019,01.03.2029,308,308,INITIAL EXTENDED,34040019,,,,,https://factpages.sodir.no/licence/pageview/all/34040019,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=34040019,31.01.2025,07.05.2025,09.09.2025
1002 B,TFO2019,Norwegian sea,ACTIVE,NO,14.02.2020,01.03.2029,37,37,INITIAL EXTENDED,36463596,,,1002,34040019,https://factpages.sodir.no/licence/pageview/all/36463596,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=36463596,31.01.2025,16.04.2025,09.09.2025
1002 C,TFO2022,Norwegian sea,ACTIVE,NO,17.02.2023,01.03.2029,30,30,INITIAL EXTENDED,38723962,,,1002,34040019,https://factpages.sodir.no/licence/pageview/all/38723962,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=38723962,31.01.2025,16.04.2025,09.09.2025
1003,TFO2018,Norwegian sea,INACTIVE,NO,01.03.2019,01.06.2020,96,0,,34040077,,,,,https://factpages.sodir.no/licence/pageview/all/34040077,,31.01.2025,07.05.2025,09.09.2025
1003 B,TFO2019,Norwegian sea,INACTIVE,NO,14.02.2020,01.06.2020,7,0,,36463620,,,1003,34040077,https://factpages.sodir.no/licence/pageview/all/36463620,,31.01.2025,16.04.2025,09.09.2025
1004,TFO2018,Norwegian sea,INACTIVE,NO,01.03.2019,01.03.2021,54,0,,34040108,,,,,https://factpages.sodir.no/licence/pageview/all/34040108,,31.01.2025,16.04.2025,09.09.2025
1005,TFO2018,Norwegian sea,ACTIVE,NO,01.03.2019,01.03.2029,1775,1775,INITIAL EXTENDED,34040136,,,,,https://factpages.sodir.no/licence/pageview/all/34040136,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=34040136,31.01.2025,16.04.2025,09.09.2025
1006,TFO2018,Norwegian sea,INACTIVE,NO,01.03.2019,01.03.2022,1137,0,,34040194,,,,,https://factpages.sodir.no/licence/pageview/all/34040194,,31.01.2025,16.04.2025,09.09.2025
1007,TFO2018,Norwegian sea,INACTIVE,NO,01.03.2019,31.08.2022,695,0,,34040259,,,,,https://factpages.sodir.no/licence/pageview/all/34040259,,31.01.2025,07.05.2025,09.09.2025
1007 B,TFO2021,Norwegian sea,INACTIVE,NO,11.03.2022,31.08.2022,98,0,,38723910,,,1007,34040259,https://factpages.sodir.no/licence/pageview/all/38723910,,31.01.2025,16.04.2025,09.09.2025
1008,TFO2018,Norwegian sea,ACTIVE,NO,01.03.2019,01.03.2028,973,72,INITIAL EXTENDED,34040269,,,,,https://factpages.sodir.no/licence/pageview/all/34040269,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=34040269,12.02.2025,16.04.2025,09.09.2025
1009,TFO2018,Norwegian sea,INACTIVE,NO,01.03.2019,29.02.2024,241,0,,34040390,,,,,https://factpages.sodir.no/licence/pageview/all/34040390,,31.01.2025,07.05.2025,09.09.2025
1009 B,TFO2019,Norwegian sea,INACTIVE,NO,14.02.2020,29.02.2024,68,0,,36463642,,,1009,34040390,https://factpages.sodir.no/licence/pageview/all/36463642,,31.01.2025,16.04.2025,09.09.2025
1010,TFO2018,Norwegian sea,INACTIVE,NO,01.03.2019,01.03.2021,1095,0,,34040458,,,,,https://factpages.sodir.no/licence/pageview/all/34040458,,31.01.2025,16.04.2025,09.09.2025
1011,TFO2018,Norwegian sea,INACTIVE,NO,01.03.2019,30.04.2021,823,0,,34040512,,,,,https://factpages.sodir.no/licence/pageview/all/34040512,,31.01.2025,16.04.2025,09.09.2025
