prlName,prlLicensingActivityName,prlMainArea,prlStatus,prlStratigraphical,prlDateGranted,prlDateValidTo,prlOriginalArea,prlCurrentArea,prlPhaseCurrent,prlNpdidLicence,prlPartitionFrom,prlNPDIDPartitionFrom,prlAdditAreaTo,prlNPDIDAdditAreaTo,prlFactPageUrl,prlFactMapUrl,prlDateUpdated,prlDateUpdatedMax,DatesyncNPD
001,1-A,North sea,ACTIVE,YES OR PARTLY,01.09.1965,01.03.2030,2146,101,PRODUCTION EXTENDED,20756,,,,,https://factpages.sodir.no/licence/pageview/all/20756,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=20756,31.01.2025,31.01.2025,09.09.2025
001 B,1-A,North sea,ACTIVE,NO,15.12.1999,31.12.2036,214,43,PRODUCTION EXTENDED,917266,001,20756,,,https://factpages.sodir.no/licence/pageview/all/917266,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=917266,31.01.2025,07.05.2025,09.09.2025
001 CS,1-A,North sea,ACTIVE,YES OR PARTLY,29.09.2017,01.03.2030,18,18,PRODUCTION,29852542,001,20756,,,https://factpages.sodir.no/licence/pageview/all/29852542,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=29852542,31.01.2025,31.01.2025,09.09.2025
001 DS,1-A,North sea,ACTIVE,YES OR PARTLY,07.06.2021,01.03.2030,4,4,PRODUCTION,38723757,001,20756,,,https://factpages.sodir.no/licence/pageview/all/38723757,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=38723757,31.01.2025,31.01.2025,09.09.2025
001 E,TFO2024,North sea,ACTIVE,NO,14.03.2025,14.03.2032,4,4,INITIAL,38724063,,,001 B,917266,https://factpages.sodir.no/licence/pageview/all/38724063,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=38724063,29.05.2025,29.05.2025,09.09.2025
001 P,1-A,North sea,INACTIVE,NO,19.01.1994,14.12.1999,214,0,,20764,001,20756,,,https://factpages.sodir.no/licence/pageview/all/20764,,31.01.2025,31.01.2025,09.09.2025
002,1-A,North sea,INACTIVE,NO,01.09.1965,01.09.1977,2173,0,,20772,,,,,https://factpages.sodir.no/licence/pageview/all/20772,,31.01.2025,31.01.2025,09.09.2025
003,1-A,North sea,INACTIVE,NO,01.09.1965,01.09.1977,2218,0,,20780,,,,,https://factpages.sodir.no/licence/pageview/all/20780,,31.01.2025,31.01.2025,09.09.2025
004,1-A,North sea,INACTIVE,NO,01.09.1965,01.09.1977,970,0,,20788,,,,,https://factpages.sodir.no/licence/pageview/all/20788,,31.01.2025,31.01.2025,09.09.2025
005,1-A,North sea,INACTIVE,NO,01.09.1965,01.09.1982,1660,0,,20796,,,,,https://factpages.sodir.no/licence/pageview/all/20796,,31.01.2025,31.01.2025,09.09.2025
006,1-A,North sea,ACTIVE,YES OR PARTLY,01.09.1965,31.12.2048,2279,38,PRODUCTION EXTENDED,20804,,,,,https://factpages.sodir.no/licence/pageview/all/20804,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=20804,03.06.2025,07.06.2025,09.09.2025
006 B,1-A,North sea,ACTIVE,NO,09.10.2000,31.12.2028,128,77,PRODUCTION,1333048,006,20804,,,https://factpages.sodir.no/licence/pageview/all/1333048,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=1333048,31.01.2025,07.05.2025,09.09.2025
006 C,1-A,North sea,ACTIVE,NO,09.10.2000,31.12.2028,678,47,PRODUCTION,1333089,006,20804,,,https://factpages.sodir.no/licence/pageview/all/1333089,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=1333089,31.01.2025,07.05.2025,09.09.2025
006 D,TFO2007,North sea,INACTIVE,NO,29.02.2008,29.08.2011,47,0,,4909688,,,006 C,1333089,https://factpages.sodir.no/licence/pageview/all/4909688,,31.01.2025,31.01.2025,09.09.2025
006 E,TFO2017,North sea,INACTIVE,NO,02.03.2018,29.11.2022,4,0,,30977683,,,006 C,1333089,https://factpages.sodir.no/licence/pageview/all/30977683,,31.01.2025,31.01.2025,09.09.2025
006 F,TFO2018,North sea,INACTIVE,NO,01.03.2019,29.11.2022,6,0,,34041810,,,006 C,1333089,https://factpages.sodir.no/licence/pageview/all/34041810,,31.01.2025,31.01.2025,09.09.2025
006 G,TFO2024,North sea,ACTIVE,NO,14.03.2025,14.03.2026,8,8,INITIAL,38724064,,,006 B,1333048,https://factpages.sodir.no/licence/pageview/all/38724064,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=38724064,29.05.2025,04.04.2025,09.09.2025
007,1-A,North sea,INACTIVE,NO,01.09.1965,01.09.1990,2154,0,,20812,,,,,https://factpages.sodir.no/licence/pageview/all/20812,,31.01.2025,31.01.2025,09.09.2025
008,1-A,North sea,INACTIVE,NO,01.09.1965,31.12.2002,2214,0,,20820,,,,,https://factpages.sodir.no/licence/pageview/all/20820,,31.01.2025,31.01.2025,09.09.2025
009,1-A,North sea,INACTIVE,NO,01.09.1965,01.01.1999,2233,0,,20828,,,,,https://factpages.sodir.no/licence/pageview/all/20828,,31.01.2025,31.01.2025,09.09.2025
010,1-A,North sea,INACTIVE,NO,01.09.1965,01.09.1979,2173,0,,20836,,,,,https://factpages.sodir.no/licence/pageview/all/20836,,31.01.2025,31.01.2025,09.09.2025
011,1-A,North sea,INACTIVE,NO,01.09.1965,31.12.1999,1682,0,,20844,,,,,https://factpages.sodir.no/licence/pageview/all/20844,,31.01.2025,31.01.2025,09.09.2025
012,1-A,North sea,INACTIVE,NO,01.09.1965,01.09.1971,1679,0,,20852,,,,,https://factpages.sodir.no/licence/pageview/all/20852,,31.01.2025,31.01.2025,09.09.2025
013,1-A,North sea,INACTIVE,NO,01.09.1965,01.09.1978,1668,0,,20860,,,,,https://factpages.sodir.no/licence/pageview/all/20860,,31.01.2025,31.01.2025,09.09.2025
014,1-A,North sea,INACTIVE,NO,01.09.1965,01.09.1977,2256,0,,20868,,,,,https://factpages.sodir.no/licence/pageview/all/20868,,31.01.2025,31.01.2025,09.09.2025
015,1-A,North sea,INACTIVE,NO,01.09.1965,01.09.1977,2237,0,,20876,,,,,https://factpages.sodir.no/licence/pageview/all/20876,,31.01.2025,31.01.2025,09.09.2025
016,1-A,North sea,INACTIVE,NO,01.09.1965,31.12.1994,2203,0,,20884,,,,,https://factpages.sodir.no/licence/pageview/all/20884,,31.01.2025,31.01.2025,09.09.2025
017,1-A,North sea,INACTIVE,NO,01.09.1965,31.12.1991,1683,0,,20892,,,,,https://factpages.sodir.no/licence/pageview/all/20892,,31.01.2025,31.01.2025,09.09.2025
018,1-A,North sea,ACTIVE,NO,01.09.1965,31.12.2048,1753,436,PRODUCTION EXTENDED,20900,,,,,https://factpages.sodir.no/licence/pageview/all/20900,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=20900,31.01.2025,07.05.2025,09.09.2025
018 B,Awarded additionally to round 1-A,North sea,ACTIVE,NO,25.08.1995,31.12.2048,103,55,PRODUCTION EXTENDED,20908,,,018,20900,https://factpages.sodir.no/licence/pageview/all/20908,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=20908,31.01.2025,31.01.2025,09.09.2025
018 C,1-A,North sea,INACTIVE,YES OR PARTLY,20.12.2002,01.01.2025,24,0,,2246113,018,20900,,,https://factpages.sodir.no/licence/pageview/all/2246113,,03.06.2025,03.06.2025,09.09.2025
018 DS,1-A,North sea,INACTIVE,YES OR PARTLY,29.11.2011,01.01.2019,24,0,,21139552,018 C,2246113,,,https://factpages.sodir.no/licence/pageview/all/21139552,,31.01.2025,31.01.2025,09.09.2025
018 ES,1-A,North sea,INACTIVE,YES OR PARTLY,06.12.2019,01.01.2025,24,0,,35358709,018 C,2246113,,,https://factpages.sodir.no/licence/pageview/all/35358709,,27.02.2025,31.01.2025,09.09.2025
019,1-A,North sea,ACTIVE,NO,01.09.1965,01.01.2029,1686,34,PRODUCTION EXTENDED,20916,,,,,https://factpages.sodir.no/licence/pageview/all/20916,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=20916,31.01.2025,07.05.2025,09.09.2025
019 B,1-A,North sea,INACTIVE,NO,12.09.1977,01.09.2020,618,0,,20924,019,20916,,,https://factpages.sodir.no/licence/pageview/all/20924,,31.01.2025,31.01.2025,09.09.2025
019 C,1-A,North sea,INACTIVE,NO,14.09.1998,31.08.2020,323,0,,47992,019 B,20924,,,https://factpages.sodir.no/licence/pageview/all/47992,,31.01.2025,31.01.2025,09.09.2025
019 D,1-A,North sea,INACTIVE,NO,16.01.2009,01.01.2016,12,0,,5488531,019 C,47992,,,https://factpages.sodir.no/licence/pageview/all/5488531,,31.01.2025,31.01.2025,09.09.2025
019 E,TFO2017,North sea,ACTIVE,NO,02.03.2018,01.01.2029,6,4,PRODUCTION,30978084,,,019,20916,https://factpages.sodir.no/licence/pageview/all/30978084,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=30978084,31.01.2025,31.01.2025,09.09.2025
019 F,1-A,North sea,ACTIVE,NO,19.12.2018,01.01.2029,3,3,PRODUCTION,34750077,019 B,20924,,,https://factpages.sodir.no/licence/pageview/all/34750077,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=34750077,31.01.2025,31.01.2025,09.09.2025
019 G,1-A,North sea,ACTIVE,NO,19.12.2018,01.01.2029,1,1,PRODUCTION,34750106,019 B,20924,,,https://factpages.sodir.no/licence/pageview/all/34750106,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=34750106,31.01.2025,31.01.2025,09.09.2025
019 H,TFO2018,North sea,INACTIVE,NO,01.03.2019,01.03.2020,7,0,,34041830,,,019,20916,https://factpages.sodir.no/licence/pageview/all/34041830,,31.01.2025,31.01.2025,09.09.2025
020,1-A,North sea,INACTIVE,NO,01.09.1965,31.12.1987,1656,0,,20932,,,,,https://factpages.sodir.no/licence/pageview/all/20932,,31.01.2025,31.01.2025,09.09.2025
021,1-A,North sea,INACTIVE,NO,01.09.1965,01.09.1973,1120,0,,20940,,,,,https://factpages.sodir.no/licence/pageview/all/20940,,31.01.2025,31.01.2025,09.09.2025
022,1-A,North sea,INACTIVE,NO,07.12.1965,31.12.1986,2264,0,,20948,,,,,https://factpages.sodir.no/licence/pageview/all/20948,,31.01.2025,31.01.2025,09.09.2025
023,2-A,North sea,INACTIVE,NO,23.05.1969,23.05.1985,341,0,,20956,,,,,https://factpages.sodir.no/licence/pageview/all/20956,,31.01.2025,31.01.2025,09.09.2025
024,2-A,North sea,INACTIVE,NO,23.05.1969,31.12.2014,447,0,,20964,,,,,https://factpages.sodir.no/licence/pageview/all/20964,,31.01.2025,31.01.2025,09.09.2025
025,2-A,North sea,ACTIVE,NO,23.05.1969,10.09.2032,536,268,PRODUCTION EXTENDED,34512,,,,,https://factpages.sodir.no/licence/pageview/all/34512,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=34512,31.01.2025,07.05.2025,09.09.2025
025 B,TFO2014,North sea,INACTIVE,NO,06.02.2015,06.02.2017,23,0,,26216467,,,025,34512,https://factpages.sodir.no/licence/pageview/all/26216467,,31.01.2025,31.01.2025,09.09.2025
026,2-A,North sea,ACTIVE,NO,23.05.1969,31.12.2052,520,30,PRODUCTION EXTENDED,20980,,,,,https://factpages.sodir.no/licence/pageview/all/20980,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=20980,31.01.2025,15.03.2025,09.09.2025
026 B,2-A,North sea,ACTIVE,NO,10.06.2013,31.12.2052,17,17,PRODUCTION EXTENDED,23433796,026,20980,,,https://factpages.sodir.no/licence/pageview/all/23433796,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=23433796,31.01.2025,05.02.2025,09.09.2025
027,2-A,North sea,ACTIVE,YES OR PARTLY,23.05.1969,01.03.2030,528,101,PRODUCTION EXTENDED,20988,,,,,https://factpages.sodir.no/licence/pageview/all/20988,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=20988,31.01.2025,07.05.2025,09.09.2025
027 B,2-A,North sea,INACTIVE,YES OR PARTLY,15.12.1999,01.03.2021,160,0,,917344,027,20988,,,https://factpages.sodir.no/licence/pageview/all/917344,,31.01.2025,31.01.2025,09.09.2025
027 C,2-A,North sea,ACTIVE,NO,09.10.2000,01.03.2030,4,4,PRODUCTION,1333301,027 B,917344,,,https://factpages.sodir.no/licence/pageview/all/1333301,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=1333301,31.01.2025,31.01.2025,09.09.2025
027 D,2-A,North sea,INACTIVE,YES OR PARTLY,07.12.2007,31.12.2019,85,0,,4943160,027 B,917344,,,https://factpages.sodir.no/licence/pageview/all/4943160,,31.01.2025,31.01.2025,09.09.2025
027 ES,2-A,North sea,INACTIVE,YES OR PARTLY,30.08.2013,23.05.2015,58,0,,23815371,027 D,4943160,,,https://factpages.sodir.no/licence/pageview/all/23815371,,31.01.2025,31.01.2025,09.09.2025
027 FS,2-A,North sea,ACTIVE,YES OR PARTLY,29.09.2017,01.03.2030,18,11,PRODUCTION,29852666,027,20988,,,https://factpages.sodir.no/licence/pageview/all/29852666,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=29852666,31.01.2025,31.01.2025,09.09.2025
027 GS,2-A,North sea,INACTIVE,YES OR PARTLY,06.02.2018,01.03.2021,11,0,,31166668,027 B,917344,,,https://factpages.sodir.no/licence/pageview/all/31166668,,31.01.2025,31.01.2025,09.09.2025
027 HS,2-A,North sea,ACTIVE,YES OR PARTLY,07.06.2021,01.03.2030,6,6,PRODUCTION,38723882,027 FS,29852666,,,https://factpages.sodir.no/licence/pageview/all/38723882,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=38723882,31.01.2025,31.01.2025,09.09.2025
027 P,Awarded additionally to round 2-A,North sea,INACTIVE,NO,19.01.1994,14.12.1999,160,0,,20996,,,027,20988,https://factpages.sodir.no/licence/pageview/all/20996,,31.01.2025,31.01.2025,09.09.2025
028,2-A,North sea,ACTIVE,YES OR PARTLY,23.05.1969,01.03.2030,532,25,PRODUCTION EXTENDED,21004,,,,,https://factpages.sodir.no/licence/pageview/all/21004,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21004,31.01.2025,31.01.2025,09.09.2025
028 B,2-A,North sea,ACTIVE,NO,15.12.1999,31.12.2036,222,30,PRODUCTION EXTENDED,917484,028,21004,,,https://factpages.sodir.no/licence/pageview/all/917484,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=917484,31.01.2025,31.01.2025,09.09.2025
028 C,2-A,North sea,ACTIVE,NO,09.10.2000,01.03.2030,18,18,PRODUCTION,1333344,028,21004,,,https://factpages.sodir.no/licence/pageview/all/1333344,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=1333344,31.01.2025,31.01.2025,09.09.2025
028 P,2-A,North sea,INACTIVE,NO,19.01.1994,14.12.1999,222,0,,21012,028,21004,,,https://factpages.sodir.no/licence/pageview/all/21012,,31.01.2025,31.01.2025,09.09.2025
028 S,2-A,North sea,ACTIVE,YES OR PARTLY,13.11.2009,01.03.2030,25,25,PRODUCTION,18054740,028,21004,,,https://factpages.sodir.no/licence/pageview/all/18054740,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=18054740,31.01.2025,31.01.2025,09.09.2025
029,2-A,North sea,ACTIVE,NO,23.05.1969,31.12.2028,539,27,PRODUCTION EXTENDED,21020,,,,,https://factpages.sodir.no/licence/pageview/all/21020,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21020,31.01.2025,31.01.2025,09.09.2025
029 B,2-A,North sea,ACTIVE,NO,11.05.2001,31.12.2032,214,34,PRODUCTION EXTENDED,1626782,029,21020,,,https://factpages.sodir.no/licence/pageview/all/1626782,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=1626782,31.01.2025,31.01.2025,09.09.2025
029 C,2-A,North sea,ACTIVE,NO,17.10.2012,31.12.2032,21,21,PRODUCTION EXTENDED,22493034,029,21020,,,https://factpages.sodir.no/licence/pageview/all/22493034,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=22493034,31.01.2025,31.01.2025,09.09.2025
030,2-A,North sea,INACTIVE,NO,23.05.1969,31.12.1995,464,0,,21028,,,,,https://factpages.sodir.no/licence/pageview/all/21028,,31.01.2025,31.01.2025,09.09.2025
031,2-A,North sea,INACTIVE,NO,23.05.1969,31.12.1999,201,0,,21036,,,,,https://factpages.sodir.no/licence/pageview/all/21036,,31.01.2025,31.01.2025,09.09.2025
032,2-A,North sea,INACTIVE,NO,30.05.1969,31.12.1999,538,0,,21044,,,,,https://factpages.sodir.no/licence/pageview/all/21044,,31.01.2025,31.01.2025,09.09.2025
033,2-A,North sea,ACTIVE,NO,30.05.1969,31.12.2035,208,50,PRODUCTION EXTENDED,21052,,,,,https://factpages.sodir.no/licence/pageview/all/21052,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21052,31.01.2025,31.01.2025,09.09.2025
033 B,2-A,North sea,ACTIVE,NO,04.05.2001,31.12.2028,48,48,PRODUCTION,1622353,033,21052,,,https://factpages.sodir.no/licence/pageview/all/1622353,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=1622353,31.01.2025,31.01.2025,09.09.2025
034,2-A,North sea,ACTIVE,NO,14.11.1969,10.09.2032,508,9,PRODUCTION EXTENDED,21060,,,,,https://factpages.sodir.no/licence/pageview/all/21060,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21060,31.01.2025,31.01.2025,09.09.2025
035,2-A,North sea,ACTIVE,NO,14.11.1969,31.12.2052,516,132,PRODUCTION EXTENDED,21068,,,,,https://factpages.sodir.no/licence/pageview/all/21068,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21068,31.01.2025,07.05.2025,09.09.2025
035 B,2-A,North sea,INACTIVE,NO,26.11.2008,31.12.2015,26,0,,5105684,035,21068,,,https://factpages.sodir.no/licence/pageview/all/5105684,,31.01.2025,31.01.2025,09.09.2025
035 C,TFO2011,North sea,ACTIVE,NO,03.02.2012,31.12.2052,14,14,PRODUCTION EXTENDED,21559372,,,035,21068,https://factpages.sodir.no/licence/pageview/all/21559372,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21559372,31.01.2025,31.01.2025,09.09.2025
035 D,TFO2022,North sea,ACTIVE,NO,17.02.2023,31.12.2052,16,16,PRODUCTION,38723948,,,035,21068,https://factpages.sodir.no/licence/pageview/all/38723948,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=38723948,05.09.2025,05.09.2025,09.09.2025
036,2-A,North sea,INACTIVE,NO,11.06.1971,01.10.2023,524,0,,21076,,,,,https://factpages.sodir.no/licence/pageview/all/21076,,31.01.2025,11.08.2025,09.09.2025
036 BS,2-A,North sea,INACTIVE,YES OR PARTLY,13.10.2003,01.01.2024,94,0,,2473189,036,21076,,,https://factpages.sodir.no/licence/pageview/all/2473189,,31.01.2025,31.01.2025,09.09.2025
036 C,2-A,North sea,ACTIVE,NO,13.10.2003,02.02.2032,26,26,PRODUCTION EXTENDED,2473241,036,21076,,,https://factpages.sodir.no/licence/pageview/all/2473241,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=2473241,31.01.2025,07.05.2025,09.09.2025
036 D,2-A,North sea,ACTIVE,NO,17.10.2008,02.02.2032,19,19,PRODUCTION EXTENDED,5081703,036,21076,,,https://factpages.sodir.no/licence/pageview/all/5081703,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=5081703,31.01.2025,31.01.2025,09.09.2025
036 E,2-A,North sea,ACTIVE,NO,19.05.2017,31.12.2040,9,9,PRODUCTION EXTENDED,29468067,036 BS,2473189,,,https://factpages.sodir.no/licence/pageview/all/29468067,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=29468067,31.01.2025,07.05.2025,09.09.2025
036 F,TFO2019,North sea,ACTIVE,NO,14.02.2020,31.12.2040,5,5,PRODUCTION,36463510,,,036 E,29468067,https://factpages.sodir.no/licence/pageview/all/36463510,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=36463510,25.03.2025,25.03.2025,09.09.2025
036 G,TFO2022,North sea,ACTIVE,NO,17.02.2023,02.02.2032,2,2,PRODUCTION,38723950,,,036 C,2473241,https://factpages.sodir.no/licence/pageview/all/38723950,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=38723950,31.01.2025,31.01.2025,09.09.2025
037,Awarded additionally to round 2-A,North sea,ACTIVE,NO,10.08.1973,31.12.2040,587,176,PRODUCTION EXTENDED,21084,,,,,https://factpages.sodir.no/licence/pageview/all/21084,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21084,31.01.2025,07.05.2025,09.09.2025
037 B,Awarded additionally to round 2-A,North sea,ACTIVE,NO,14.09.1998,30.06.2036,9,9,PRODUCTION EXTENDED,48081,037,21084,,,https://factpages.sodir.no/licence/pageview/all/48081,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=48081,31.01.2025,31.01.2025,09.09.2025
037 C,Awarded additionally to round 2-A,North sea,INACTIVE,NO,14.01.2000,31.12.2017,10,0,,853671,037,21084,,,https://factpages.sodir.no/licence/pageview/all/853671,,31.01.2025,31.01.2025,09.09.2025
037 D,Awarded additionally to round 2-A,North sea,INACTIVE,NO,08.06.2004,31.12.2016,12,0,,2787322,037,21084,,,https://factpages.sodir.no/licence/pageview/all/2787322,,31.01.2025,31.01.2025,09.09.2025
037 E,Awarded additionally to round 2-A,North sea,ACTIVE,NO,10.12.2004,30.06.2036,3,3,PRODUCTION EXTENDED,3000656,037,21084,,,https://factpages.sodir.no/licence/pageview/all/3000656,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=3000656,31.01.2025,31.01.2025,09.09.2025
037 F,TFO2012,North sea,INACTIVE,NO,08.02.2013,05.12.2014,8,0,,22813049,,,037,21084,https://factpages.sodir.no/licence/pageview/all/22813049,,31.01.2025,31.01.2025,09.09.2025
038,3,North sea,INACTIVE,NO,01.04.1975,31.12.2018,442,0,,21092,,,,,https://factpages.sodir.no/licence/pageview/all/21092,,31.01.2025,07.05.2025,09.09.2025
038 B,NST2002,North sea,INACTIVE,NO,11.04.2003,11.04.2006,6,0,,2407278,,,038,21092,https://factpages.sodir.no/licence/pageview/all/2407278,,31.01.2025,31.01.2025,09.09.2025
038 C,3,North sea,ACTIVE,NO,15.06.2006,31.12.2028,26,11,PRODUCTION EXTENDED,4005057,038,21092,,,https://factpages.sodir.no/licence/pageview/all/4005057,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=4005057,26.02.2025,26.02.2025,09.09.2025
038 D,3,North sea,INACTIVE,NO,15.05.2009,01.07.2022,33,0,,5500999,038,21092,,,https://factpages.sodir.no/licence/pageview/all/5500999,,31.01.2025,31.01.2025,09.09.2025
038 E,TFO2013,North sea,INACTIVE,NO,07.02.2014,07.02.2016,9,0,,24214362,,,038,21092,https://factpages.sodir.no/licence/pageview/all/24214362,,31.01.2025,31.01.2025,09.09.2025
039,3,North sea,INACTIVE,NO,01.04.1975,01.04.1983,375,0,,21100,,,,,https://factpages.sodir.no/licence/pageview/all/21100,,31.01.2025,31.01.2025,09.09.2025
040,3,North sea,ACTIVE,NO,01.04.1975,31.12.2027,534,41,PRODUCTION EXTENDED,21108,,,,,https://factpages.sodir.no/licence/pageview/all/21108,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21108,31.01.2025,31.01.2025,09.09.2025
041,3,North sea,INACTIVE,NO,01.06.1975,01.01.1989,489,0,,21116,,,,,https://factpages.sodir.no/licence/pageview/all/21116,,31.01.2025,31.01.2025,09.09.2025
042,3,North sea,INACTIVE,NO,01.04.1975,01.04.1980,489,0,,21124,,,,,https://factpages.sodir.no/licence/pageview/all/21124,,31.01.2025,31.01.2025,09.09.2025
043,3,North sea,ACTIVE,YES OR PARTLY,06.08.1976,31.12.2027,605,49,PRODUCTION EXTENDED,21132,,,,,https://factpages.sodir.no/licence/pageview/all/21132,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21132,31.01.2025,07.05.2025,09.09.2025
043 BS,TFO2005,North sea,ACTIVE,YES OR PARTLY,06.01.2006,31.12.2027,17,17,PRODUCTION EXTENDED,3811810,,,043,21132,https://factpages.sodir.no/licence/pageview/all/3811810,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=3811810,31.01.2025,07.05.2025,09.09.2025
043 CS,TFO2005,North sea,ACTIVE,YES OR PARTLY,12.05.2010,31.12.2027,2,2,PRODUCTION,18116800,043 BS,3811810,,,https://factpages.sodir.no/licence/pageview/all/18116800,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=18116800,31.01.2025,31.01.2025,09.09.2025
043 DS,3,North sea,ACTIVE,YES OR PARTLY,12.05.2010,31.12.2027,1,1,PRODUCTION,18116829,043,21132,,,https://factpages.sodir.no/licence/pageview/all/18116829,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=18116829,31.01.2025,31.01.2025,09.09.2025
043 ES,TFO2017,North sea,INACTIVE,YES OR PARTLY,02.03.2018,01.03.2020,17,0,,30977735,,,043 BS,3811810,https://factpages.sodir.no/licence/pageview/all/30977735,,31.01.2025,31.01.2025,09.09.2025
043 FS,TFO2022,North sea,INACTIVE,YES OR PARTLY,17.02.2023,16.02.2025,17,0,,38723951,,,043 BS,3811810,https://factpages.sodir.no/licence/pageview/all/38723951,,10.04.2025,18.02.2025,09.09.2025
044,3,North sea,ACTIVE,NO,27.08.1976,31.12.2028,193,49,PRODUCTION EXTENDED,21140,,,,,https://factpages.sodir.no/licence/pageview/all/21140,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21140,31.01.2025,07.05.2025,09.09.2025
044 B,TFO2013,North sea,INACTIVE,NO,07.02.2014,07.02.2017,126,0,,24214379,,,044,21140,https://factpages.sodir.no/licence/pageview/all/24214379,,31.01.2025,07.05.2025,09.09.2025
044 C,TFO2014,North sea,INACTIVE,NO,06.02.2015,07.02.2017,12,0,,25611470,,,044 B,24214379,https://factpages.sodir.no/licence/pageview/all/25611470,,31.01.2025,31.01.2025,09.09.2025
044 D,TFO2024,North sea,ACTIVE,NO,14.03.2025,14.03.2026,2,2,INITIAL,38724066,,,044,21140,https://factpages.sodir.no/licence/pageview/all/38724066,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=38724066,29.05.2025,04.04.2025,09.09.2025
045,3,North sea,INACTIVE,NO,03.12.1976,02.12.1982,531,0,,21148,,,,,https://factpages.sodir.no/licence/pageview/all/21148,,31.01.2025,31.01.2025,09.09.2025
046,3,North sea,ACTIVE,NO,03.12.1976,31.12.2028,739,336,PRODUCTION EXTENDED,21156,,,,,https://factpages.sodir.no/licence/pageview/all/21156,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=21156,31.01.2025,07.05.2025,09.09.2025
046 B,3,North sea,INACTIVE,YES OR PARTLY,28.11.2006,31.12.2017,14,0,,4227611,046,21156,,,https://factpages.sodir.no/licence/pageview/all/4227611,,31.01.2025,31.01.2025,09.09.2025
046 BS,3,North sea,INACTIVE,YES OR PARTLY,28.11.2006,31.12.2017,10,0,,4227659,046,21156,,,https://factpages.sodir.no/licence/pageview/all/4227659,,31.01.2025,31.01.2025,09.09.2025
046 C,3,North sea,INACTIVE,NO,21.12.2011,31.12.2014,10,0,,21350140,046,21156,,,https://factpages.sodir.no/licence/pageview/all/21350140,,31.01.2025,31.01.2025,09.09.2025
046 D,TFO2011,North sea,INACTIVE,NO,03.02.2012,31.12.2018,36,0,,21559399,,,046,21156,https://factpages.sodir.no/licence/pageview/all/21559399,,31.01.2025,31.01.2025,09.09.2025
046 E,TFO2014,North sea,ACTIVE,NO,06.02.2015,31.12.2028,12,9,PRODUCTION,25611579,,,046,21156,https://factpages.sodir.no/licence/pageview/all/25611579,https://factmaps.sodir.no/map/redirect/LicActive.ashx?id=25611579,31.01.2025,31.01.2025,09.09.2025
